uid,R,F,M,R_score,F_score,M_score
4ef85b8ceb11d68b,9,1,9.899999618530273,1,1,1
a3bcaa4978790847f2bb0709f33544199b5033e8,8,1,485,2,1,1
194482fe480754b8e44a331ce658f8a81f8cf05a,6,1,278,2,1,1
9c350e95ff71911e31db70da185917c0f45ee0f1,4,1,4099,3,1,3
4573c8cd9ff20d6aa2bd99bf00156b64b9ac3311,8,1,1399,2,1,3
462ea213188a98ff377b2f3b5906434064d9d8e8,7,1,48.900001525878906,2,1,1
98a8da665cb610e6,5,1,5499,3,1,4
e83bf948d8404a5ceb66763778e28326fe0eade3,5,1,69,3,1,1
54c7a60c7618c369,2,1,260,4,1,1
867788040841159-881196cad4ab,3,1,168,4,1,1
7dd9ed2fcc4cc0a99d35af7382bb41c12d0f7d57,11,1,99,1,1,1
ef20aca86056a1cda7fe5705a36e45434a2dc987,1,1,99,5,1,1
54a3fba87450a92d5167c7aecc8bf297b7d57e4b,6,1,63.900001525878906,2,1,1
2e81fe8ba7f3db6c,6,1,239,2,1,1
bb52c1e5da4f3889,9,1,2599,1,1,3
9b0d197f39b514bf6479a735e1be8bd70b8c6347,4,1,27.899999618530273,3,1,1
4ab4d02e882bdf81a2eb9d92d95aa1964d68d060,11,1,159,1,1,1
368b8fdd43ab8678,4,1,12986,3,1,5
b400838b77a1a81d,7,1,469,2,1,1
c05e98c7bb825db6,3,1,9.899999618530273,4,1,1
2b45cf152fcce380,2,1,120.31999969482422,4,1,1
892a920b6a2d77eadc588beeba1faedc2a168f03,2,1,188,4,1,1
c0f922706a8f7d62,8,1,39,2,1,1
1b25a0eb3a861b921ca316d920af0b3abb4ff9c0,4,1,49,3,1,1
1eac345920abac424fbf604a2d691b7fa6f7b885,5,1,628,3,1,2
d6306ee881bee192,4,1,2499,3,1,3
00e935b5e1cd3e03,1,1,112,5,1,1
352806100402076-1496e59b5859,11,1,799,1,1,2
44427b266cffb614ef6aa8e91afd8d03c6246b32,9,1,238,1,1,1
0c5000d43627b051,2,1,47.79999923706055,4,1,1
9a8589b2b79c564e,5,1,309,3,1,1
411ce9fbca35c1093453cbba664e61003fb2adf0,2,1,188,4,1,1
8055ee8285b67597,10,1,199,1,1,1
e12977ad8cd151e1722b7cdeb3d0d728a85b5bc4,3,1,478,4,1,1
e59b672f050422507710a20022efb96de74d54fb,2,1,256,4,1,1
e6d22b4d96007b66bd2527e74e1326d56dc5d8fa,1,1,428,5,1,1
9d282d4f3b7406df,3,1,2599,4,1,3
75cb33eaebb9f7e9,7,1,169,2,1,1
4610c27dfc38ee5ed3657877e232e4a3f90d11b0,5,1,79.9000015258789,3,1,1
9f33aa2878eaba16,4,1,59.900001525878906,3,1,1
72e8dd99893614ed,5,1,3199,3,1,3
b7b66f363e274d3dc04c6623f843ecb5b3b4a0f5,5,1,498,3,1,1
861075050137017-e0e0fca78567,4,1,3.700000047683716,3,1,1
869497033898790-9ce82b671e49,5,1,228,3,1,1
860682045824277-a89cedbdfd46,8,1,3899,2,1,3
3eaff455db4546de,5,1,979,3,1,2
f8f07b53dd0846729cc1191b6c95ceca1405a7b9,2,1,149,4,1,1
e506cbc3735d861b,2,1,128,4,1,1
12846f4d9d97ba90b3a0226fbf2f69189e76c540,0,1,199,1,1,1
4fa5149aabc212bb,2,1,1399,4,1,3
b93577ee073f2ba8,5,1,39.900001525878906,3,1,1
98a5413307ecfc0b,0,1,24.799999237060547,1,1,1
8eaa4379aa1744cf309324651d013ee5993b635a,9,1,49,1,1,1
d64148596e44d161,7,1,6999,2,1,4
60a0e570319a1c8b978aeaa5825b3d558777c55f,6,1,25.899999618530273,2,1,1
f9a79219ff0c6715b11d687e79be8ba88a72f6b2,7,1,24.799999237060547,2,1,1
d4864e24a6d54c35,8,1,380,2,1,1
b70ad273ace76155,4,1,59,3,1,1
d167def31bc704bb,6,1,79.9000015258789,2,1,1
bb600d1586810ef9,6,1,188,2,1,1
90c8fe42549c038dd866fed9a156b6b8558fa22d,3,1,59,4,1,1
fa64e942ccc2c76ff21290c5b7e429edb4b956fa,0,1,89,1,1,1
fbd821a4c9ed4755,3,1,22,4,1,1
84987b58038f86d6,9,1,69,1,1,1
a28322cd702d32da,10,1,59,1,1,1
d4d72b5cd1c9682cf03eabb21905458b7bef2734,1,1,9999,5,1,4
5a8f00596185b4fa,5,1,59,3,1,1
cc85aee8d7c37ac53e320f5c812d90081ce7916f,3,1,219,4,1,1
352097092338128-a0c9a0ec5ec9,11,1,899,1,1,2
2a9b1e7ec97a34e2364d99bbb32beb1a8f20ffd7,0,1,298,1,1,1
28a9c6e2bc84495a0214628f16cda1b0910c0520,3,1,29.799999237060547,4,1,1
8e4bf0e0693d819b,6,1,65.80000305175781,2,1,1
867177037832753-940e6b66dfc0,10,1,43.900001525878906,1,1,1
d1f57cae870d882eff44bf11f9579fb0f2f66340,11,1,299,1,1,1
b33123fe10a1313da04f24c168311ea9ded8a288,4,1,11.899999618530273,3,1,1
ab7e1bc96b14fde13d1a67321b595113a9871d28,2,1,34,4,1,1
7956cac80f9e9e47,5,1,22.899999618530273,3,1,1
a5360390d56288e34decdb833cb32b7463776da2,3,1,1199,4,1,3
36bb195f47b20cb9,9,1,79,1,1,1
d8c95694d4814c478fe5fcda247a4ced40e9a889,7,1,128,2,1,1
dd8a68650d9be439,9,1,269,1,1,1
3a596612abd4570544f638de9eeb3dfb544b2583,8,1,4099,2,1,3
bc1044711376833d,4,1,378,3,1,1
864358047637258-88f872b43d00,3,1,16,4,1,1
8a1fae06b73f17a0,4,1,149,3,1,1
868007041970134-3c86d181ffa3,4,1,149,3,1,1
3abc73f73ea1a1a2,3,1,69.9000015258789,4,1,1
869156041855479-fcbe7b8a9295,4,1,3299,3,1,3
42b2e85bdb9fc48c,4,1,59,3,1,1
15643fbc49e7a584,9,1,298,1,1,1
8745fd1a90e72bb5,7,1,1049,2,1,3
866836040570889-28167fa44010,1,1,36,5,1,1
85726353eb08aef6c13d267421c1e055fb983eb2,7,1,5999,2,1,4
863239048348015-90c54a08ad3f,5,1,189,3,1,1
15fc81e18375da45,2,1,14.800000190734863,4,1,1
391625637751acfb,5,1,235,3,1,1
3e8d6508c0eddbd3,7,1,599,2,1,2
583aaa79a73a9aa8,0,1,8999,1,1,4
07800cfb8bcad5bf,7,1,99,2,1,1
8484ae7b935202be,5,1,2299,3,1,3
49c93d8d55815e9b077697e2bc24462e22de58ac,6,1,55,2,1,1
41c7c4d9cf457e13e23910a7ef58cf031b399dd9,0,1,99.9000015258789,1,1,1
e6b48f98624b45eb26cb0b68e4941fcfb96ed23b,7,1,2299,2,1,3
aa1c8fe59ad8060c3824fd46eb398dfca134129c,9,1,349,1,1,1
869041048067999-d8ce3a9284a0,9,1,72,1,1,1
cc752d1b4aa0c234,1,1,539,5,1,2
df9420e101a55fb99d25e5d7d91534bc04b391a4,2,1,1799,4,1,3
656d2aa0e3492e2c,3,1,203,4,1,1
426a4661740d49f1,11,1,239,1,1,1
4d52b0fad3d7e91e1714d003615e283da3f4371f,2,1,3799,4,1,3
0b2ca4261f5e07ecf5380e260c40645f27d9fd47,1,1,25.899999618530273,5,1,1
b0c9cd68268070050818e90c8309dd3e9eb422ea,4,1,109.9000015258789,3,1,1
8a001a056cd09efe1410a723f4ffbfe5b494ff96,0,1,39.900001525878906,1,1,1
29827f4e793b874a,11,1,698,1,1,2
cff33f9da35b441130986784df35c4bc5cfa5879,0,1,39.900001525878906,1,1,1
869287031354841-a057e3052645,5,1,798,3,1,2
4bda96e090338f6a,7,1,16.799999237060547,2,1,1
865097042900035-fc94355edb22,6,1,9.800000190734863,2,1,1
a3ec1e34062a91c9,9,1,319,1,1,1
ae5a7bc68e7fe97f,2,1,4097,4,1,3
06885475d7695873,7,1,5999,2,1,4
321a3257a90f1769,1,1,259,5,1,1
460dcf8ffff3ab0e,3,1,210,4,1,1
46facacf3e950868,0,1,149,1,1,1
c902c2c32a944fe7,11,1,94,1,1,1
7063bc17faa36061,10,1,8,1,1,1
f5e107d82d0d8dac,7,1,79,2,1,1
730e5c9831370ab1,5,1,46.79999923706055,3,1,1
861407048434240-10e9535f5867,7,1,49.900001525878906,2,1,1
fd8e39c880845c36,10,1,22.899999618530273,1,1,1
749c70772c725db5,0,1,35,1,1,1
4a8dcd4e3493a9b140b92c2b9b75101dae7d6281,0,1,3399,1,1,3
91a3425d990db4d1,5,1,229,3,1,1
d959da3fd6461ced,7,1,540,2,1,2
ddb0da03da8bb67b,1,1,25.799999237060547,5,1,1
ce8cb6b5ef91e5107a056ca78dd05c3e9675340b,5,1,6099,3,1,4
be7b5b362da90d72c876c124f9eafbc0f85989b8,1,1,290,5,1,1
5026f6afd209b04413bf21bb6d76950ebce9b620,0,1,2899,1,1,3
49d6c64f5da876bc,10,1,99,1,1,1
0c2886797a9a0b98,0,1,99,1,1,1
c6d1b886167db38d,8,1,54,2,1,1
5611d8b6ee683d2c,1,1,68,5,1,1
36f4c3ec8a3bfaa2,3,1,98,4,1,1
c6414e60ba7e249c,3,1,4800,4,1,3
597af1274af6dc0f,5,1,549,3,1,2
48cae85be4bf88a86b91027a598c8dd050fefa69,6,1,6799,2,1,4
2035e4a16f5fd3168b40c287a9b59b433fa6e0b9,5,1,299,3,1,1
6871339ef9eaa02f,7,1,5999,2,1,4
4f6b3b0c205d4369,0,1,292,1,1,1
c7f6198c4a362a4e2f8198f57b7be26308b399c4,5,1,8999,3,1,4
5631b446361a8226,7,1,458,2,1,1
418fdc4a31c896c72c422f772ce938bc73ff3f9e,10,1,49.900001525878906,1,1,1
f7dcd97533c40516412f2c6a8d4c686342b99b8e,4,1,168,3,1,1
863525040913677-b0eb5734f0aa,11,1,9799,1,1,4
ce3e5e9a3a711d6ed72c21a71dd30afa4fc8d45b,0,1,288,1,1,1
9627b30579422308,7,1,21.899999618530273,2,1,1
eb0db67e9c3a1e74b2f031f0a265d1dbeb975230,11,1,59,1,1,1
28649e58500f669a,4,1,138,3,1,1
d6c8517e384b2ec3,10,1,129,1,1,1
6ca0b31423607a9e,5,1,19.899999618530273,3,1,1
0672f8c87d4ae2d25c956ead1552562df4b3a051,6,1,278,2,1,1
a48b80eb9ff57b72,5,1,799,3,1,2
5eef84cb646b3087ee4979dcb8418c00c1fdd798,11,1,49,1,1,1
7260f6a739f4ad442c614ad890f9b49bd1256367,4,1,6148,3,1,4
93a44ec898c09e91,2,1,339,4,1,1
efacdcbcc216ca70067739a5c679b1e367a6fa61,4,1,158,3,1,1
bec9b25614c0f519,2,1,69,4,1,1
379d94203c84bcc1,6,1,5999,2,1,4
f108f090435166b772bec3d174f6bcaea1a8780f,7,1,72,2,1,1
606722a5061db0e6,2,1,598,4,1,2
e00919eb4c632ab3,3,1,29,4,1,1
e5ecbcfda28d4056,4,1,2599,3,1,3
dc39cb65a152b336a422460cbdb22cbbdcad5af5,1,1,44.900001525878906,5,1,1
27e6b122226c660b,3,1,198,4,1,1
9ffacca3fb9f2c6e9516bd756c8224aa02ed4347,5,1,5999,3,1,4
85f59ba3c3764dec9bbc68282b19d1fe4433d5f0,8,1,10.5,2,1,1
24d4d7201766cbf8,1,1,9.899999618530273,5,1,1
95ad79351a0000d8,1,1,29.899999618530273,5,1,1
68a10603b7a9682cec125e42cf70c41fac7bd3a3,6,1,189,2,1,1
435e12d386afd19a1c8d0039369deb21a88c45a3,7,1,169,2,1,1
b71b6e787bfacb78a4aa51142188a7363e0378c3,1,1,99,5,1,1
d274a0ce7d66c487d5330017fa29a68e0f627724,8,1,109,2,1,1
36d4928668b5108a8093c07fdd60e32a1ef9b601,1,1,89,5,1,1
866011046284428-c0f4e6c004d8,5,1,899,3,1,2
4c82f7b827f57c44dac62eab4d504162e0485727,4,1,79,3,1,1
df7623251a0c558d,6,1,8799,2,1,4
a1b842804bb58336,8,1,148,2,1,1
9565bb1202e373f3,11,1,179,1,1,1
cb9f614870c1a9ae2cda6d3e930a78c78501d690,2,1,5999,4,1,4
709d5bd741052262,7,1,1299,2,1,3
11168c204da57bd387ff140ad3f71ff14dbec529,1,1,119,5,1,1
a0a3591ae6cc6ac4562a37fa9b21676440db8bb6,3,1,89.5999984741211,4,1,1
5debd130178be7ea,8,1,45,2,1,1
eafd42ed555feeaa,8,1,79,2,1,1
b2dab8e1edab04bb2183e08fd090f0f56817b109,4,1,325,3,1,1
69f67ef599152274e767e8c4ab7acd2decb726bd,3,1,369,4,1,1
f7e21ef72a799971,9,1,59.900001525878906,1,1,1
f299a4ebfd6e5c75,2,1,319,4,1,1
1f5bcd1b21f139b09182d9e02fcfd07f908b3d33,4,1,99,3,1,1
865326040390240-20f478ec799f,4,1,16,3,1,1
f50b51d2c752fd90,9,1,600,1,1,2
3da942dfc8e42050,7,1,85,2,1,1
865883040955752-2034fb10c83d,11,1,35.880001068115234,1,1,1
c862c3fc6f48feb5c3df8a8a5600b8a01e053214,10,1,59,1,1,1
864452040320457-143cc3611ee6,7,1,55,2,1,1
1f928da72df87ee5,4,1,219,3,1,1
cc22d70c17f28d8c,2,1,5540,4,1,4
084f8fa3fdf2bde5abf1bde313d81e679aa3ac2f,5,1,7999,3,1,4
536bf9f2ee14596dfe9f0875b8c9b11bd852710c,4,1,89.9000015258789,3,1,1
868455030514035-90f05267263e,6,1,29.899999618530273,2,1,1
81f5c8907f9901b5dcda1a0425defb770d311fb0,1,1,359,5,1,1
ffd65d75c428d249b422b947ec98c0ab0106c8af,9,1,49,1,1,1
354d0009a284ec5a,4,1,6999,3,1,4
004fc9058d4da7c5bfa4a258ff91f0eab35701bd,0,1,499,1,1,1
8b9b73cb4e2a2ad1,4,1,89,3,1,1
50fc1317375936e9a5b53c2987edba658f007c68,9,1,65.80000305175781,1,1,1
30c5d41ae5d692b4,6,1,28,2,1,1
34280781683d5515c910cb567e48a8360f1da52a,0,1,7799,1,1,4
12e5251f56b3e6de16c5520ed8507002244b34aa,3,1,118,4,1,1
869436037052681-88108fcf6c1d,9,1,13.899999618530273,1,1,1
322cd1f8386b2bb176688998dd798ce12b446ec9,5,1,429,3,1,1
bc1b1c051d8a8375,5,1,3399,3,1,3
861401048580417-88f7bfbb3207,5,1,4999,3,1,3
750227cbb5699e509f820f01e456d25450a60c80,5,1,59,3,1,1
a0d24d52605b994b,0,1,9.800000190734863,1,1,1
22d710c4a4791b8fcef07b4f5bd81fcec5f4086d,11,1,198,1,1,1
8cb9e353d66d6660d4e8ce4ff8473ee088e031d2,3,1,129,4,1,1
97bd0e7fbcedd25a,4,1,6499,3,1,4
5c67badf5e0890d0,4,1,35,3,1,1
b701472c19188915a48c3bb506f4c2f417fed96c,11,1,74,1,1,1
1da046ded0010cb8,7,1,5999,2,1,4
b8856081a1f70fd2,1,1,129,5,1,1
fd02401749244dcc,3,1,28.799999237060547,4,1,1
7ddcd7d4a58d68d6d30a5c1f8e111f4e2bcfc52d,0,1,68,1,1,1
19dcee9eb40d95bf51d3e72e56eee906f3689086,7,1,39,2,1,1
5a551d7a10682b4fc2973c75f7f69335b0b27e7e,4,1,1099,3,1,3
3503b964c64fc7d721217cf204589b03884fbc82,2,1,76,4,1,1
5b1e2b9f00485dd1,9,1,36.900001525878906,1,1,1
eaf3532295adf0044988fea8e370b0bd9dd2582d,0,1,969,1,1,2
c3a2a6f8269f486d75cbc550552d6740108b81a0,0,1,39,1,1,1
860933041757353-b4cd27f993ad,5,1,119.9000015258789,3,1,1
ceafbc2cc66ee6d416dc8b6bb5c87baff7557ab7,3,1,450,4,1,1
862320042796275-e419c10c03aa,6,1,760,2,1,2
e219c15dbe8792b7d974cb4484b5a002ecdad1ad,5,1,199,3,1,1
0d265be7721f1326,5,1,7299,3,1,4
8c2fc5df5ec61e40,10,1,62,1,1,1
c1b50d0c66721210,6,1,6999,2,1,4
867834046983874-ac923279585b,4,1,9680,3,1,4
869096036460143-34d712a1d070,9,1,78,1,1,1
c36946636eaa0d1662d7cbdb0448b68e65146701,11,1,6690,1,1,4
cbb8b5f81d5a9686,5,1,7599,3,1,4
c0c609ae3829137d,5,1,143.89999389648438,3,1,1
869169034352024-3412f93c030b,6,1,189,2,1,1
cb4ef30f5c9f50ea,1,1,19.799999237060547,5,1,1
efe039262374e0c5,9,1,19.899999618530273,1,1,1
1e616b393ada68f994984d1e4a18a1f2fd896d62,6,1,249,2,1,1
674ec5994b21f401,4,1,43.900001525878906,3,1,1
6c9e04cfc6b95d46ec35e28fb06f4be31a5fce63,7,1,83.37999725341797,2,1,1
b0bb8159b3e6a9a0,9,1,199,1,1,1
cc6f55cb7d0a928894a69cd98325a6779980f24d,11,1,32.900001525878906,1,1,1
aee930111643ce9f5269f1ed35773eebdf7e2229,0,1,19,1,1,1
719b78f2366db27aaffae21cb63141732eed70c3,9,1,195,1,1,1
f610429e25123d1caa75a17d5b100746134434fe,4,1,39.900001525878906,3,1,1
5a3d6952513c191e6765ce78ebb81eee58b26c1f,9,1,38.900001525878906,1,1,1
b50849ccfcc6554f,3,1,179,4,1,1
4489c92dee65a7a4,0,1,4999,1,1,3
7f155cb128a6d81415a1c33e20f75f2a81c27b24,5,1,15.899999618530273,3,1,1
3b84ae82f039f55b,3,1,22.799999237060547,4,1,1
4bc98b8541106ece732bd49ed2051e1d29613627,1,1,109,5,1,1
53f84fea894498f6,0,1,79,1,1,1
019276f19fe091cc9eb85b2c5429e794e5cdd402,9,1,108,1,1,1
c03ef3a89593b28de19b5412c6e5457aaad535e9,9,1,141.89999389648438,1,1,1
8b99168444dd73f60cc5a595c8f0a6bfbbd0a2de,4,1,5999,3,1,4
868360042660349-1cb796224583,3,1,5999,4,1,4
e3bdeb4a56e9249409a7d57d40852f9ee5d8ad22,3,1,59,4,1,1
f16cd6fa0efa4d25,4,1,6799,3,1,4
12c65742239760f2,5,1,2199,3,1,3
743db4e0d158e9ea,1,1,69.9000015258789,5,1,1
060bf6a9177de7f4,11,1,18.899999618530273,1,1,1
19ea438e02ed071c6cc2a0d5fa1f1941ded67e80,0,1,146,1,1,1
92c5affef5dc21f4,7,1,4690,2,1,3
a7fd0d06bde33007,1,1,99,5,1,1
26787966f93948b1b085071a73063a74582f185b,7,1,199,2,1,1
75fced10237e7b64,4,1,12999,3,1,5
93c7dbe55d24b1f7,9,1,169,1,1,1
b097662d29eae3134f8fba24734a2f27ba012837,3,1,1699,4,1,3
a483e50a8d91deeba646445e2583634caa5f7751,0,1,198,1,1,1
a4717e288b91697249c55aac21e6f1c8450df2fc,11,1,129,1,1,1
36aff51f11a72123,8,1,79,2,1,1
358ef06962bb64a7,4,1,129,3,1,1
5424adc39c1e88ef,6,1,29.799999237060547,2,1,1
af8e6b38a6bb74a46e2817dd4dfab3b935bef9cf,4,2,13998,3,2,5
050cafd25e24c283,2,1,105,4,1,1
75c258ebd260598d,10,1,89.9000015258789,1,1,1
edb37200ef1709d2,6,1,79,2,1,1
417cc6ab5557e7e6,4,1,3299,3,1,3
283107626478854e68e1e8d5e09c28b17cf4a243,3,1,8.800000190734863,4,1,1
616e9b432d30f87e,1,1,14.899999618530273,5,1,1
66d11d39bcc41894,8,1,1099,2,1,3
e15f2fcd15c69e09,4,1,1099,3,1,3
8e8724f2e36e917c,0,1,4399,1,1,3
cb6efdd12bb0acd4,4,1,5399,3,1,4
2c42588871c4576824693ac72232666e65e556ce,6,1,65,2,1,1
67b8ad5abd9eeb0e578907512f4cce4fbfef2d28,3,1,448,4,1,1
9285dfc65a939251,4,1,798,3,1,2
70776f9ca84ed274,6,1,90,2,1,1
8b7f8e8c4f4e1c9de4a8ff01c153f340ae0160c4,1,1,399,5,1,1
06cc4f214fd93ebb,11,1,750,1,1,2
869096036670550-34d712a222a1,1,1,20,5,1,1
6e48355f3fd4a16a,3,1,248,4,1,1
caf3bab1263d89f9,6,1,18.969999313354492,2,1,1
869225042047376-0c20d31bdd87,9,1,75,1,1,1
a14efc5e14a02ea5,2,1,399,4,1,1
994e49b8020ac07b,4,1,8.899999618530273,3,1,1
352795b659908763aa3ef0d9de41e0c16f1126a7,0,1,52,1,1,1
e64bc7008fe73db7,4,1,35,3,1,1
657907800430f400,6,1,198,2,1,1
a68991ff1322b0af,0,1,34.900001525878906,1,1,1
9565ceefd5d5a88c,4,1,133.8000030517578,3,1,1
544aeb12c769f7037e46deac6bd88ff055a2cd77,1,2,248,5,2,1
7855c41e2e28485837a30773c4af6df51f6fbffa,2,1,298,4,1,1
d0d7b3b48ca5209f,3,1,4399,4,1,3
6b596afe084f84d4,0,1,499,1,1,1
868048049226111-2c5d3424c3ad,1,1,108,5,1,1
864288046090326-bce2658d1033,4,1,79,3,1,1
67e729dc5d299645,8,1,168,2,1,1
84a7a94ce433f6ee,4,1,1,3,1,1
868794036852837-04797003831c,0,1,39,1,1,1
b1e13b8df9069587,1,1,499,5,1,1
ec4b1da2b55fc25d,7,1,17,2,1,1
867478041037250-488764cb68cb,4,1,179,3,1,1
fa5d9f51d04847ae,4,1,69.9000015258789,3,1,1
3525e32a837d3ba7,4,1,5999,3,1,4
6c638b8afdebdf950930af83b5c23d0b61b2ae8f,0,1,139,1,1,1
865326044379645-20f478f28b57,4,1,48.900001525878906,3,1,1
19f6028169ff2076,5,1,25,3,1,1
fc94a614c04d87f14e66ebc97bed591e2c38d9bb,4,1,79,3,1,1
4a83110cc77d084f,3,1,68,4,1,1
867284044061739-54bad6f20911,5,1,459,3,1,1
d9a89c04be76f655d9a706753734cb23a4c9fcd1,0,1,4699,1,1,3
eef02c7361dc0b3d,4,1,699,3,1,2
ccdeba32de69a126557915bf44699ce622efc247,9,1,14,1,1,1
862549056816021-18d98fef84e5,0,1,36.189998626708984,1,1,1
f08c5b7d6394d80b,8,1,279,2,1,1
8b4eacb8526bfc4a908279e7bb864df1a257b42d,6,1,68,2,1,1
95843f7e8b1d30df,5,1,8999,3,1,4
192304faa57f8fd1,4,1,3299,3,1,3
8c09770c22aace7f,4,1,399,3,1,1
dd3e41879225d7d06a63ebdff5824857ce6433f6,11,1,99,1,1,1
15dec82f14fc71bab234e4a40dac64efa05ade12,11,1,9.899999618530273,1,1,1
59a190c0ba79f199,9,1,25,1,1,1
65d331bf39928eef,0,1,183,1,1,1
e1e7ef2ceb1e109a,9,1,16.899999618530273,1,1,1
db872db67ce64e83,5,1,899,3,1,2
862120047365179-3847bc11bf00,3,1,2999,4,1,3
dc9f9dffe316cb81,2,1,112,4,1,1
d15bd9a28527fd64,9,1,259,1,1,1
6a89748570e15e39,4,1,1960,3,1,3
829e5fe4c6ae7e46,1,1,20,5,1,1
6fd775212580959328a5065703a5758672e5f34a,4,1,10000,3,1,4
9597a495893d412e,5,1,699,3,1,2
213693475503ade4dbfd1c5673eed113e017a2f2,5,1,5999,3,1,4
866320033179404-786256b6b47f,4,1,69,3,1,1
5606d6f689395fd2b65f5a3b4ff7a156963b662f,4,1,89,3,1,1
eab5592f98c874ed,7,1,169,2,1,1
0f23fe3dad48653f,5,1,6,3,1,1
ac7872d045df1fa0,11,1,699,1,1,2
863519043517452-0c20d32b6a1f,9,1,328,1,1,1
4788878d3c05a4308f73904a6d8fa44d0ef371a4,1,1,228,5,1,1
611e1c659a1d8ffa,5,1,2799,3,1,3
f6eb5f23188457f1,7,1,19,2,1,1
860950046078098-e4fda11735ad,2,1,79,4,1,1
b1e7869df504c47c,5,1,109,3,1,1
a3f545a08a838eedcb286e45f34ba3193e858a21,5,1,348,3,1,1
d3be54336a8ff2a19ba080f40a1e9d3e3e26ea4a,7,1,199,2,1,1
8af208c00553edb7,3,1,39.900001525878906,4,1,1
d27d061739c17634,2,1,498,4,1,1
e70589f50b45565b,8,1,25,2,1,1
48f823a78f5576b4,8,1,37,2,1,1
a04dac4a502db8e70d0d684eb35867fdcf9d1a98,11,1,39,1,1,1
6d24550370e966c2,1,1,1798,5,1,3
0ee4df4ada05c233,11,1,59,1,1,1
868129030611519-2047da6463db,2,1,109,4,1,1
cb5e5317cc86a526,7,1,10,2,1,1
b261db55bada65f62e07a35b3ed655ebb5de7d77,10,1,3290,1,1,3
905b572fff0333df,0,1,1699,1,1,3
d214d2be7d20ef4d,0,1,61.599998474121094,1,1,1
086b99ec85a91ce3,10,1,72.80000305175781,1,1,1
4da6c56748a6c9c1,3,1,139,4,1,1
c76128fc7c9d3360,2,1,70,4,1,1
A000009AADB7C3-489507af8f87,10,1,189,1,1,1
ae3082d6fec00911,5,1,2999,3,1,3
6241934e86c44f72,7,1,99,2,1,1
e8371070d0c26d003d19f4ac3e61b7035bb83201,8,1,228,2,1,1
af4d595c2314211a4b332dffd436b35bbdfc494b,11,1,1399,1,1,3
14eb43786747aa244041aa204229a2121ba3c4e7,7,1,5999,2,1,4
edf24b6e515c05e9ae9dfa5ab513896872b70135,7,1,55,2,1,1
1ffc05382c31bc874f173b011f7326575ec16ee2,11,1,289,1,1,1
96f9edcbd40e17c281b260be4cc461a19435f1ea,9,1,36,1,1,1
d250b6dbd367aa15,3,1,199,4,1,1
2e05dc7b8d222eca,0,1,9966,1,1,4
6c722af762f34a05,4,1,79,3,1,1
e2470841b90338a3a0194d1a69f9aa37154be6c0,0,1,218,1,1,1
90837b33da11a456,2,1,55,4,1,1
a7ec70c37f49ad0acf8a63acaa3d05bfdb66713c,1,1,3000,5,1,3
c8102a3c899e258c,10,1,99,1,1,1
5b93c2583fbb1ea3,6,1,2499,2,1,3
8596a95eda2bf42f431e7c423f7a52f276b886a2,8,1,49.900001525878906,2,1,1
863673048436471-20f77c91d7c1,11,1,25.799999237060547,1,1,1
865277047925365-d462eaad6762,1,1,779,5,1,2
862067056173558-a022de29e28d,2,1,215,4,1,1
3eaeb1b70ffb507df4f8f9972ffdc1910064c44f,8,1,17.200000762939453,2,1,1
2b4afaca5c86469c,4,1,299,3,1,1
5e2d3d8ca984e7fb,1,1,38.79999923706055,5,1,1
834c11a48c90cf4e,5,1,2699,3,1,3
52825af020bb51650adfef7b39a4cee692807de7,8,1,22.899999618530273,2,1,1
9eafb558a5d86cb48e9d433fba6b49a5c77dd648,7,1,11.800000190734863,2,1,1
e5d19312f08652b0ad93f489b63510bbb29eca26,11,1,89,1,1,1
4d8e8821d4501af9,5,1,199,3,1,1
474ef9f34ff00e81d1ebc882eeb5cbf6284ba3c1,6,1,39.900001525878906,2,1,1
503ae5a53d13bfd8,5,1,14.899999618530273,3,1,1
286f0bdef19eef4133a198d69b5c2ed1c981fe68,5,1,263,3,1,1
c4714df2e66dc6bea1dfa64a8b9d96e4b48a70b5,10,1,179,1,1,1
b5f82cec050fcc7e03febdc37bc7bbc46f95150b,0,1,109,1,1,1
96deb97bedbee8df,4,1,6819,3,1,4
71b73d7518cb0ccc7432a4676aadd42786201bc4,10,1,22,1,1,1
a32fbf124b32317c,2,1,89,4,1,1
90a9a1c756ef2c35,0,1,14.899999618530273,1,1,1
867243040782375-847637d29622,7,1,129,2,1,1
2362fa6fef10aba2,11,1,2699,1,1,3
88b3228570948175,8,1,66,2,1,1
2054d8fe3d0994f4,8,1,84.04000091552734,2,1,1
5ecdffd480139855df01d55c511f035fe7656164,2,1,2599,4,1,3
3c532fde5fa4b041,5,1,2799,3,1,3
f31abc63f4e67ac678133847a5f2b9d92b8c5e27,3,1,69,4,1,1
f46d131626b8e6f4db4625c715436c59d5b911d2,4,1,12.430000305175781,3,1,1
d8b7b3ec52d89f48,8,1,29,2,1,1
82e2a08e7ef9ac205d8d7be929685628342fb812,2,1,18.899999618530273,4,1,1
67bc3927bc96990d,11,1,49.900001525878906,1,1,1
9cd01e1b98692b08,3,1,139,4,1,1
6065e9e501f4b181,9,1,52,1,1,1
0c7e2e0e8776c2a0d9f5d9c41cbc6017d36b24e2,4,1,6199,3,1,4
103fa9d411593c9b,0,1,325,1,1,1
1ce5bedc9e2b982e0a7fb12112b89ae6f004d9e0,11,1,149,1,1,1
